組み合わせ,最頻出着順1,出現数1,出現率1,最頻出着順2,出現数2,出現率2,最頻出着順3,出現数3,出現率3,レース数
CDCASB,1-5-4,2,0.071,4-5-1,2,0.071,5-6-3,1,0.036,28
CDCASC,4-5-6,1,0.25,5-1-3,1,0.25,4-1-6,1,0.25,4
CDCASD,5-1-3,1,1.0,---,0,0.0,---,0,0.0,1
CDCBAA,6-3-5,1,0.111,2-5-6,1,0.111,1-5-2,1,0.111,9
CDCBAS,4-5-6,2,0.065,4-5-1,2,0.065,1-5-3,2,0.065,31
CDCBBS,6-4-3,1,0.125,1-2-6,1,0.125,6-2-4,1,0.125,8
CDCBSA,4-5-6,2,0.105,3-5-1,2,0.105,3-1-2,2,0.105,19
CDCBSB,5-1-4,2,0.286,1-5-2,2,0.286,3-5-1,1,0.143,7
CDCBSC,1-5-4,1,0.5,5-3-4,1,0.5,---,0,0.0,2
CDCBSS,6-4-5,1,0.125,5-6-3,1,0.125,5-1-6,1,0.125,8
CDCCAS,1-2-6,1,0.333,1-3-6,1,0.333,2-4-1,1,0.333,3
CDCCBS,6-4-1,1,1.0,---,0,0.0,---,0,0.0,1
CDCCSA,1-6-4,1,0.333,1-5-6,1,0.333,1-3-6,1,0.333,3
CDCCSS,1-6-5,1,0.25,2-3-6,1,0.25,5-1-6,1,0.25,4
CDCDSS,5-6-2,1,0.5,1-5-2,1,0.5,---,0,0.0,2
CDCSAA,4-5-6,4,0.364,1-4-3,1,0.091,1-4-5,1,0.091,11
CDCSAB,4-1-5,3,0.111,4-5-1,2,0.074,4-5-6,2,0.074,27
CDCSAC,1-5-4,2,0.25,1-5-2,1,0.125,3-5-4,1,0.125,8
CDCSBA,4-1-5,3,0.12,4-1-6,2,0.08,1-5-3,2,0.08,25
CDCSBB,4-1-6,2,0.133,1-4-3,2,0.133,5-1-3,1,0.067,15
CDCSBC,1-5-3,1,0.333,1-3-4,1,0.333,2-5-4,1,0.333,3
CDCSBS,3-5-6,1,0.25,4-6-2,1,0.25,5-3-6,1,0.25,4
CDCSCA,5-3-1,1,0.167,4-1-3,1,0.167,2-4-5,1,0.167,6
CDCSCB,5-3-4,1,1.0,---,0,0.0,---,0,0.0,1
CDCSCS,4-1-6,2,0.2,4-3-2,1,0.1,4-5-6,1,0.1,10
CDCSDA,1-4-6,1,1.0,---,0,0.0,---,0,0.0,1
CDCSDS,2-4-6,1,1.0,---,0,0.0,---,0,0.0,1
CDCSSB,1-2-4,1,0.167,1-4-5,1,0.167,2-6-4,1,0.167,6
CDCSSC,5-3-2,2,0.5,4-3-5,1,0.25,4-5-1,1,0.25,4
CDDAAA,1-6-4,1,0.167,4-6-3,1,0.167,1-4-2,1,0.167,6
CDDAAS,6-5-1,1,0.083,6-5-4,1,0.083,6-4-1,1,0.083,12
CDDABS,1-4-5,1,0.167,1-3-4,1,0.167,1-4-6,1,0.167,6
CDDASA,4-5-6,1,0.25,3-5-4,1,0.25,3-6-4,1,0.25,4
CDDASB,1-5-4,2,0.333,3-4-5,1,0.167,4-5-1,1,0.167,6
CDDASS,1-3-5,1,0.333,1-5-2,1,0.333,5-4-6,1,0.333,3
CDDBAS,6-1-4,1,0.333,5-4-6,1,0.333,5-1-6,1,0.333,3
CDDBSA,1-3-4,1,0.2,1-4-5,1,0.2,3-6-5,1,0.2,5
CDDBSS,5-4-6,1,0.333,2-4-6,1,0.333,4-5-6,1,0.333,3
CDDCAS,6-3-1,1,1.0,---,0,0.0,---,0,0.0,1
CDDSAA,4-6-5,4,0.25,5-4-6,2,0.125,3-4-1,1,0.062,16
CDDSAB,4-5-1,1,0.2,4-5-6,1,0.2,3-4-2,1,0.2,5
CDDSAC,1-4-2,1,1.0,---,0,0.0,---,0,0.0,1
CDDSAS,4-5-1,1,1.0,---,0,0.0,---,0,0.0,1
CDDSBA,1-2-6,1,0.2,1-4-5,1,0.2,3-1-6,1,0.2,5
CDDSBB,4-6-1,1,0.5,4-1-5,1,0.5,---,0,0.0,2
CDDSBC,2-1-5,1,1.0,---,0,0.0,---,0,0.0,1
CDDSBS,1-6-4,1,0.143,1-6-5,1,0.143,2-4-1,1,0.143,7
CDDSSA,4-6-1,1,0.333,3-4-5,1,0.333,4-5-6,1,0.333,3
CDDSSB,1-4-5,1,0.333,4-5-1,1,0.333,5-6-3,1,0.333,3
CDDSSC,4-5-2,1,1.0,---,0,0.0,---,0,0.0,1
CDSAAB,4-3-5,1,0.2,4-6-5,1,0.2,3-5-6,1,0.2,5
CDSAAC,3-1-4,3,0.125,3-4-5,3,0.125,1-4-3,2,0.083,24
CDSAAD,3-1-5,4,0.103,3-4-5,3,0.077,3-5-1,3,0.077,39
CDSABA,3-4-5,1,0.167,3-4-2,1,0.167,3-5-4,1,0.167,6
CDSABB,3-4-6,3,0.097,3-1-4,3,0.097,1-4-6,3,0.097,31
CDSABC,1-3-4,4,0.1,4-3-1,3,0.075,4-3-5,3,0.075,40
CDSABD,4-1-5,2,0.333,1-3-4,1,0.167,1-4-3,1,0.167,6
CDSACA,3-4-1,2,0.118,3-1-6,2,0.118,3-1-4,2,0.118,17
CDSACB,1-3-4,9,0.18,1-2-3,3,0.06,3-1-5,3,0.06,50
CDSACC,3-5-1,1,0.333,3-4-5,1,0.333,3-1-2,1,0.333,3
CDSACD,3-4-5,1,0.333,1-4-3,1,0.333,4-2-3,1,0.333,3
CDSADA,3-1-4,4,0.138,3-1-6,2,0.069,3-4-6,2,0.069,29
CDSADB,3-1-4,2,0.154,3-1-6,2,0.154,4-3-1,1,0.077,13
CDSADS,6-1-4,1,0.2,2-5-1,1,0.2,1-6-3,1,0.2,5
CDSASD,3-4-5,2,0.2,3-5-4,2,0.2,4-2-3,1,0.1,10
CDSBAA,3-1-4,1,1.0,---,0,0.0,---,0,0.0,1
CDSBAB,1-3-4,5,0.122,3-1-4,3,0.073,3-5-4,3,0.073,41
CDSBAC,3-1-5,4,0.105,3-4-1,3,0.079,1-3-4,3,0.079,38
CDSBAD,1-2-3,2,0.125,1-3-5,2,0.125,3-1-5,2,0.125,16
CDSBBA,6-3-5,3,0.103,3-1-6,3,0.103,3-1-4,2,0.069,29
CDSBBB,3-1-6,6,0.085,3-4-1,5,0.07,1-3-4,4,0.056,71
CDSBBC,3-1-4,3,0.231,1-3-2,2,0.154,4-3-1,1,0.077,13
CDSBBD,3-1-4,1,1.0,---,0,0.0,---,0,0.0,1
CDSBCA,1-3-4,5,0.091,3-4-6,4,0.073,3-1-6,3,0.055,55
CDSBCB,3-5-6,2,0.133,3-2-4,2,0.133,1-3-6,2,0.133,15
CDSBCC,3-5-4,1,0.5,3-5-1,1,0.5,---,0,0.0,2
CDSBCS,1-3-6,2,0.25,3-4-6,1,0.125,3-4-5,1,0.125,8
CDSBDA,3-6-1,1,0.167,3-1-4,1,0.167,1-6-3,1,0.167,6
CDSBDC,3-2-1,1,1.0,---,0,0.0,---,0,0.0,1
CDSBDS,3-1-6,2,0.222,3-4-6,2,0.222,6-3-5,1,0.111,9
CDSBSB,5-3-1,1,0.5,5-3-4,1,0.5,---,0,0.0,2
CDSBSC,6-1-5,1,0.25,4-5-6,1,0.25,4-5-3,1,0.25,4
CDSBSD,3-5-1,2,0.2,5-4-2,1,0.1,5-3-6,1,0.1,10
CDSCAA,1-3-6,2,0.065,1-5-3,2,0.065,3-4-5,2,0.065,31
CDSCAB,1-3-5,5,0.116,1-3-2,4,0.093,3-4-5,3,0.07,43
CDSCAC,5-1-3,1,0.143,4-5-2,1,0.143,3-6-5,1,0.143,7
CDSCAD,3-1-5,2,1.0,---,0,0.0,---,0,0.0,2
CDSCBA,3-1-6,6,0.13,3-6-4,5,0.109,1-4-3,4,0.087,46
CDSCBB,2-3-1,2,0.091,3-1-4,2,0.091,1-3-4,1,0.045,22
CDSCBC,3-1-4,1,1.0,---,0,0.0,---,0,0.0,1
CDSCBS,3-4-6,2,0.222,6-3-5,1,0.111,6-2-3,1,0.111,9
CDSCCA,3-1-4,1,0.333,3-1-5,1,0.333,5-1-3,1,0.333,3
CDSCCB,3-5-4,1,1.0,---,0,0.0,---,0,0.0,1
CDSCCS,6-1-4,1,0.25,4-1-6,1,0.25,3-6-1,1,0.25,4
CDSCDA,3-4-6,1,1.0,---,0,0.0,---,0,0.0,1
CDSCDS,6-2-4,1,1.0,---,0,0.0,---,0,0.0,1
CDSCSA,3-2-4,1,1.0,---,0,0.0,---,0,0.0,1
CDSCSB,3-1-5,2,0.222,3-5-6,1,0.111,6-4-1,1,0.111,9
CDSCSC,3-5-6,2,0.333,5-4-3,1,0.167,3-5-1,1,0.167,6
CDSCSD,1-5-2,1,1.0,---,0,0.0,---,0,0.0,1
CDSDAA,1-3-5,3,0.143,3-6-5,2,0.095,1-6-3,1,0.048,21
CDSDAB,3-5-6,4,0.286,2-3-5,1,0.071,5-3-1,1,0.071,14
CDSDAC,5-1-3,1,0.5,3-4-1,1,0.5,---,0,0.0,2
CDSDAS,3-6-5,2,0.286,3-5-6,1,0.143,5-3-6,1,0.143,7
CDSDBA,1-2-6,2,0.2,4-3-5,1,0.1,4-3-2,1,0.1,10
CDSDBB,3-2-6,1,1.0,---,0,0.0,---,0,0.0,1
CDSDBS,3-5-6,2,0.143,1-6-3,1,0.071,6-4-2,1,0.071,14
CDSDCA,1-3-6,1,0.5,2-1-3,1,0.5,---,0,0.0,2
CDSDCS,3-5-6,1,1.0,---,0,0.0,---,0,0.0,1
CDSDSA,1-6-2,1,0.125,1-6-5,1,0.125,6-5-3,1,0.125,8
CDSDSB,3-1-5,1,0.143,3-1-6,1,0.143,3-1-4,1,0.143,7
CDSDSC,3-1-5,1,0.333,2-6-5,1,0.333,1-3-2,1,0.333,3
CDSDSD,5-4-6,1,1.0,---,0,0.0,---,0,0.0,1
CDSSAD,3-1-4,1,0.1,1-5-3,1,0.1,1-4-5,1,0.1,10
CDSSBC,4-5-1,1,0.167,3-4-5,1,0.167,3-1-5,1,0.167,6
CDSSBD,1-4-3,1,0.091,4-5-1,1,0.091,4-3-5,1,0.091,11
CDSSCB,1-4-3,2,0.182,3-1-6,1,0.091,2-1-3,1,0.091,11
CDSSCC,3-1-4,2,0.333,3-4-5,1,0.167,3-4-1,1,0.167,6
CDSSCD,4-5-3,1,0.25,4-2-3,1,0.25,3-5-4,1,0.25,4
CDSSDA,3-1-4,3,0.273,1-3-6,1,0.091,4-6-3,1,0.091,11
CDSSDB,3-4-1,2,0.167,6-5-1,1,0.083,4-3-2,1,0.083,12
CDSSDC,6-1-4,1,0.25,4-2-3,1,0.25,4-1-3,1,0.25,4
CDSSSD,3-4-5,1,0.5,2-3-4,1,0.5,---,0,0.0,2
CSAABD,1-4-2,3,0.158,2-4-3,3,0.158,1-2-3,2,0.105,19
CSAACC,3-4-5,1,0.143,2-4-3,1,0.143,2-1-4,1,0.143,7
CSAACD,2-3-1,5,0.081,2-1-4,4,0.065,2-4-3,4,0.065,62
CSAADB,2-3-1,1,0.077,2-1-6,1,0.077,2-1-4,1,0.077,13
CSAADC,2-1-4,6,0.118,1-4-3,4,0.078,1-2-3,4,0.078,51
CSAADD,2-1-4,6,0.113,2-3-4,6,0.113,2-4-3,5,0.094,53
CSABAD,2-3-5,2,0.154,2-5-4,2,0.154,3-2-1,1,0.077,13
CSABBC,1-2-3,2,0.154,2-3-4,2,0.154,5-2-3,1,0.077,13
CSABBD,2-3-4,9,0.092,2-1-3,9,0.092,2-1-4,8,0.082,98
CSABCB,2-1-3,3,0.2,2-3-4,2,0.133,6-1-2,1,0.067,15
CSABCC,2-3-1,8,0.1,1-2-4,6,0.075,1-2-3,5,0.062,80
CSABCD,2-1-3,9,0.101,2-1-4,8,0.09,2-3-1,7,0.079,89
CSABDA,2-6-3,2,0.08,2-6-1,2,0.08,2-4-3,2,0.08,25
CSABDB,2-1-3,7,0.078,2-1-4,6,0.067,1-2-3,5,0.056,90
CSABDC,2-1-3,9,0.155,2-3-1,5,0.086,2-3-4,4,0.069,58
CSABDD,2-3-1,4,0.167,2-3-4,4,0.167,1-2-4,3,0.125,24
CSACAC,2-5-3,2,0.286,1-2-3,2,0.286,2-5-4,1,0.143,7
CSACAD,2-1-3,12,0.152,1-2-3,5,0.063,2-3-1,4,0.051,79
CSACBB,3-1-2,1,0.091,3-1-6,1,0.091,2-5-4,1,0.091,11
CSACBC,2-1-3,6,0.075,2-1-5,6,0.075,2-3-1,5,0.062,80
CSACBD,1-2-3,7,0.09,2-1-3,6,0.077,2-1-5,6,0.077,78
CSACCA,3-1-5,1,0.167,4-6-2,1,0.167,4-5-2,1,0.167,6
CSACCB,2-1-3,8,0.087,1-3-2,8,0.087,2-3-1,7,0.076,92
CSACCC,2-1-3,11,0.138,1-2-3,7,0.088,2-3-5,7,0.088,80
CSACCD,3-2-5,2,0.182,2-3-1,2,0.182,3-2-1,1,0.091,11
CSACDA,2-3-6,8,0.123,2-1-3,8,0.123,3-2-6,5,0.077,65
CSACDB,2-3-1,7,0.096,2-1-3,7,0.096,1-2-3,5,0.068,73
CSACDC,1-3-6,1,0.25,2-1-6,1,0.25,2-3-1,1,0.25,4
CSACDD,3-2-5,1,0.333,2-3-6,1,0.333,2-3-4,1,0.333,3
CSACSD,5-2-1,2,0.222,2-1-5,2,0.222,5-1-2,1,0.111,9
CSADAB,2-3-5,2,0.2,3-1-5,1,0.1,6-2-5,1,0.1,10
CSADAC,1-2-3,4,0.083,2-3-5,4,0.083,3-2-5,4,0.083,48
CSADAD,2-1-5,4,0.1,3-2-5,3,0.075,2-3-5,3,0.075,40
CSADBA,2-3-6,2,0.133,6-4-1,1,0.067,6-3-2,1,0.067,15
CSADBB,2-5-3,7,0.095,2-3-1,6,0.081,2-1-3,6,0.081,74
CSADBC,2-1-3,8,0.143,1-2-3,6,0.107,1-3-2,4,0.071,56
CSADBD,2-1-3,3,0.167,2-3-1,2,0.111,4-2-3,1,0.056,18
CSADCA,3-2-5,4,0.095,2-6-1,3,0.071,2-3-6,3,0.071,42
CSADCB,2-1-3,8,0.138,1-2-3,4,0.069,2-6-3,3,0.052,58
CSADCC,3-2-1,2,0.222,2-4-3,2,0.222,2-3-1,2,0.222,9
CSADCD,2-6-1,1,1.0,---,0,0.0,---,0,0.0,1
CSADCS,2-6-4,1,0.25,2-1-6,1,0.25,2-1-3,1,0.25,4
CSADDA,2-3-6,6,0.111,1-3-6,5,0.093,3-2-6,5,0.093,54
CSADDB,2-1-6,3,0.231,3-2-6,2,0.154,2-3-6,2,0.154,13
CSADDC,2-6-1,1,1.0,---,0,0.0,---,0,0.0,1
CSADDS,2-1-3,2,0.091,2-1-6,2,0.091,1-3-2,2,0.091,22
CSADSC,5-3-1,1,0.25,5-2-6,1,0.25,3-1-5,1,0.25,4
CSADSD,2-1-3,3,0.176,2-1-5,3,0.176,2-3-5,2,0.118,17
CSASCD,4-6-3,1,0.333,2-6-3,1,0.333,2-4-3,1,0.333,3
CSASDD,3-1-4,2,0.143,3-4-2,2,0.143,2-1-4,1,0.071,14
CSBAAD,2-3-1,2,0.091,1-2-4,2,0.091,2-5-3,1,0.045,22
CSBABC,2-1-4,2,0.2,1-2-3,1,0.1,1-2-4,1,0.1,10
CSBABD,2-3-4,8,0.076,1-2-3,8,0.076,1-2-4,8,0.076,105
CSBACB,2-4-6,2,0.2,4-2-5,1,0.1,4-1-2,1,0.1,10
CSBACC,2-4-3,7,0.093,2-1-4,7,0.093,2-1-3,7,0.093,75
CSBACD,2-1-4,8,0.086,2-1-3,8,0.086,2-3-4,7,0.075,93
CSBADA,2-4-3,3,0.15,2-4-6,2,0.1,2-1-4,2,0.1,20
CSBADB,2-3-4,9,0.087,2-1-3,8,0.078,2-1-4,7,0.068,103
CSBADC,1-2-4,6,0.074,2-1-4,5,0.062,1-2-3,5,0.062,81
CSBADD,1-2-4,3,0.125,2-1-4,3,0.125,4-1-2,2,0.083,24
CSBBAC,1-2-3,4,0.286,1-2-5,3,0.214,2-3-5,2,0.143,14
CSBBAD,1-2-5,11,0.077,2-1-5,7,0.049,2-3-4,7,0.049,142
CSBBBA,3-2-1,1,1.0,---,0,0.0,---,0,0.0,1
CSBBBB,2-3-4,3,0.136,2-3-5,2,0.091,1-2-5,2,0.091,22
CSBBBC,2-1-5,13,0.091,2-1-3,13,0.091,2-1-4,11,0.077,143
CSBBBD,2-1-3,14,0.108,2-1-5,11,0.085,2-1-4,8,0.062,130
CSBBCA,6-3-2,1,0.077,4-5-6,1,0.077,4-2-6,1,0.077,13
CSBBCB,2-3-4,11,0.086,1-2-3,9,0.07,2-1-4,8,0.062,128
CSBBCC,2-1-4,12,0.1,2-3-4,9,0.075,2-1-3,9,0.075,120
CSBBCD,2-1-3,4,0.125,2-1-5,3,0.094,1-2-3,2,0.062,32
CSBBDA,2-1-3,8,0.079,2-1-6,6,0.059,2-1-4,6,0.059,101
CSBBDB,2-1-3,12,0.093,2-3-4,10,0.078,2-1-6,8,0.062,129
CSBBDC,1-2-4,4,0.19,2-1-3,3,0.143,2-3-1,2,0.095,21
CSBBDD,2-5-1,1,1.0,---,0,0.0,---,0,0.0,1
CSBBDS,3-6-1,1,0.2,2-6-3,1,0.2,2-3-6,1,0.2,5
CSBBSD,1-5-2,1,0.125,2-1-3,1,0.125,2-1-5,1,0.125,8
CSBCAB,2-3-4,2,0.118,2-1-5,2,0.118,2-3-6,1,0.059,17
CSBCAC,2-1-3,7,0.073,1-2-3,6,0.062,1-2-4,6,0.062,96
CSBCAD,2-3-5,8,0.088,2-1-5,7,0.077,1-2-5,6,0.066,91
CSBCBA,2-3-6,2,0.1,2-1-5,2,0.1,2-1-3,1,0.05,20
CSBCBB,2-1-3,8,0.067,1-2-5,7,0.059,1-3-2,5,0.042,119
CSBCBC,1-2-3,9,0.079,2-1-3,8,0.07,2-3-5,7,0.061,114
CSBCBD,1-2-3,4,0.138,2-1-5,3,0.103,2-4-1,2,0.069,29
CSBCCA,2-1-3,9,0.103,2-1-6,6,0.069,1-2-3,5,0.057,87
CSBCCB,1-2-3,12,0.117,2-1-3,11,0.107,1-3-2,7,0.068,103
CSBCCC,2-3-4,2,0.074,2-3-1,2,0.074,2-1-3,2,0.074,27
CSBCCD,2-3-4,1,0.5,2-1-3,1,0.5,---,0,0.0,2
CSBCCS,1-2-6,1,0.5,2-1-6,1,0.5,---,0,0.0,2
CSBCDA,2-1-3,8,0.079,3-2-1,6,0.059,2-6-3,6,0.059,101
CSBCDB,2-6-3,2,0.077,2-1-6,2,0.077,2-1-4,2,0.077,26
CSBCDC,4-2-3,1,0.333,2-3-1,1,0.333,1-2-3,1,0.333,3
CSBCDS,1-6-2,3,0.103,2-6-3,2,0.069,2-4-6,2,0.069,29
CSBCSC,5-1-2,1,0.5,3-5-1,1,0.5,---,0,0.0,2
CSBCSD,1-3-4,3,0.094,2-5-3,3,0.094,2-5-4,3,0.094,32
CSBDAA,1-3-2,2,0.118,2-5-6,2,0.118,2-3-6,2,0.118,17
CSBDAB,2-1-6,7,0.08,2-1-5,5,0.057,3-2-5,5,0.057,88
CSBDAC,2-1-3,6,0.115,1-2-3,4,0.077,5-2-6,3,0.058,52
CSBDAD,2-1-3,3,0.2,1-5-3,1,0.067,5-6-2,1,0.067,15
CSBDBA,1-2-3,6,0.071,2-6-3,5,0.06,2-1-5,5,0.06,84
CSBDBB,1-2-3,8,0.087,2-1-3,6,0.065,2-3-1,6,0.065,92
CSBDBC,2-3-1,3,0.107,2-5-3,2,0.071,2-1-3,2,0.071,28
CSBDBD,2-5-6,1,1.0,---,0,0.0,---,0,0.0,1
CSBDBS,5-3-2,1,0.125,3-4-5,1,0.125,3-1-6,1,0.125,8
CSBDCA,2-6-3,5,0.091,2-3-1,5,0.091,2-6-1,5,0.091,55
CSBDCB,2-1-3,3,0.15,2-6-5,2,0.1,2-6-1,2,0.1,20
CSBDCS,2-1-6,3,0.188,2-1-3,2,0.125,2-3-5,2,0.125,16
CSBDDA,2-3-6,3,0.167,2-1-3,3,0.167,2-6-1,2,0.111,18
CSBDDB,1-2-3,2,0.4,4-2-3,1,0.2,2-4-3,1,0.2,5
CSBDDS,2-3-6,3,0.13,1-2-6,3,0.13,2-6-1,2,0.087,23
CSBDSB,2-5-3,1,0.333,1-6-5,1,0.333,1-5-3,1,0.333,3
CSBDSC,2-5-3,2,0.105,2-1-3,2,0.105,1-2-5,2,0.105,19
CSBDSD,5-2-3,2,0.105,5-1-2,2,0.105,1-3-2,2,0.105,19
CSBSBD,4-1-5,1,0.25,2-3-4,1,0.25,2-1-4,1,0.25,4
CSBSCC,2-4-6,1,0.5,2-3-4,1,0.5,---,0,0.0,2
CSBSCD,2-4-3,4,0.19,3-2-4,3,0.143,4-3-2,2,0.095,21
CSBSDB,4-2-3,1,0.25,3-4-2,1,0.25,2-3-4,1,0.25,4
CSBSDC,2-1-4,3,0.143,2-4-1,3,0.143,5-4-3,1,0.048,21
CSBSDD,4-2-6,2,0.077,4-3-2,2,0.077,4-2-3,2,0.077,26
CSCAAC,2-3-1,1,0.25,4-3-6,1,0.25,2-5-4,1,0.25,4
CSCAAD,2-1-4,7,0.093,1-2-5,7,0.093,2-5-4,5,0.067,75
CSCABB,1-6-5,1,0.111,1-3-5,1,0.111,1-2-6,1,0.111,9
CSCABC,2-1-4,10,0.132,1-2-4,5,0.066,2-4-3,5,0.066,76
CSCABD,2-1-4,9,0.094,4-2-5,5,0.052,2-4-3,5,0.052,96
CSCACA,2-6-3,2,0.286,1-4-3,1,0.143,4-6-3,1,0.143,7
CSCACB,2-1-4,5,0.075,2-4-5,4,0.06,2-4-6,4,0.06,67
CSCACC,2-1-4,7,0.082,1-2-4,7,0.082,2-4-1,7,0.082,85
CSCACD,2-1-4,3,0.25,2-1-5,2,0.167,4-2-3,1,0.083,12
CSCADA,1-2-4,6,0.081,2-1-6,5,0.068,2-4-3,5,0.068,74
CSCADB,1-2-4,7,0.075,2-1-4,7,0.075,2-6-4,6,0.065,93
CSCADC,2-1-4,2,0.118,2-4-6,2,0.118,1-2-3,2,0.118,17
CSCADD,4-2-1,1,0.333,2-4-1,1,0.333,1-2-4,1,0.333,3
CSCADS,2-1-6,1,1.0,---,0,0.0,---,0,0.0,1
CSCASD,5-4-2,1,0.2,5-2-4,1,0.2,2-3-5,1,0.2,5
CSCBAB,3-2-5,2,0.143,2-1-3,2,0.143,2-1-5,2,0.143,14
CSCBAC,1-3-2,6,0.075,2-1-3,5,0.062,1-2-6,4,0.05,80
CSCBAD,2-1-5,7,0.104,1-2-3,7,0.104,2-5-1,5,0.075,67
CSCBBA,1-2-5,2,0.25,2-1-5,2,0.25,4-6-5,1,0.125,8
CSCBBB,2-1-5,7,0.052,2-1-4,7,0.052,1-2-4,7,0.052,134
CSCBBC,1-2-4,9,0.078,2-1-3,8,0.07,2-1-4,6,0.052,115
CSCBBD,2-4-5,3,0.097,1-2-4,3,0.097,2-1-3,3,0.097,31
CSCBCA,1-2-3,6,0.086,2-1-3,4,0.057,2-1-4,4,0.057,70
CSCBCB,2-1-4,17,0.157,2-1-3,6,0.056,2-4-5,4,0.037,108
CSCBCC,2-1-5,3,0.158,2-4-3,2,0.105,1-2-4,2,0.105,19
CSCBCS,1-3-2,1,0.333,1-2-3,1,0.333,5-2-1,1,0.333,3
CSCBDA,2-1-4,8,0.099,2-6-4,4,0.049,2-1-6,4,0.049,81
CSCBDB,2-1-6,4,0.167,1-2-3,3,0.125,3-2-4,2,0.083,24
CSCBDC,2-6-5,1,0.5,2-3-1,1,0.5,---,0,0.0,2
CSCBDS,2-1-4,2,0.057,1-6-2,2,0.057,1-2-3,2,0.057,35
CSCBSC,2-1-6,1,0.5,1-5-2,1,0.5,---,0,0.0,2
CSCBSD,2-4-5,5,0.172,2-1-5,4,0.138,1-2-5,2,0.069,29
CSCCAA,1-2-5,1,0.2,2-1-3,1,0.2,2-1-4,1,0.2,5
CSCCAB,1-2-5,8,0.099,1-2-3,6,0.074,2-1-5,4,0.049,81
CSCCAC,2-4-5,7,0.08,2-1-4,5,0.057,1-2-5,5,0.057,87
CSCCAD,5-2-4,2,0.105,2-1-5,2,0.105,2-1-3,2,0.105,19
CSCCBA,2-1-6,6,0.075,1-2-6,4,0.05,1-2-3,4,0.05,80
CSCCBB,1-2-5,8,0.087,2-1-6,6,0.065,1-2-6,6,0.065,92
CSCCBC,2-1-5,3,0.176,2-4-5,2,0.118,2-1-3,2,0.118,17
CSCCBD,2-5-3,1,0.5,2-1-3,1,0.5,---,0,0.0,2
CSCCBS,2-6-4,1,1.0,---,0,0.0,---,0,0.0,1
CSCCCA,2-1-6,12,0.158,1-2-3,6,0.079,2-3-1,4,0.053,76
CSCCCB,2-1-3,3,0.176,2-3-6,2,0.118,2-1-4,2,0.118,17
CSCCCC,2-5-3,1,0.5,2-1-3,1,0.5,---,0,0.0,2
CSCCCS,6-1-2,2,0.091,4-2-6,2,0.091,1-2-3,1,0.045,22
CSCCDA,2-4-6,2,0.133,1-2-3,2,0.133,2-3-6,1,0.067,15
CSCCDS,6-2-4,3,0.125,2-6-1,2,0.083,2-6-4,1,0.042,24
CSCCSB,2-1-5,1,0.5,2-1-3,1,0.5,---,0,0.0,2
CSCCSC,5-2-1,3,0.136,2-5-6,3,0.136,2-5-3,3,0.136,22
CSCCSD,2-5-3,3,0.136,5-2-1,2,0.091,5-4-2,1,0.045,22
CSCDAA,1-2-5,6,0.122,2-6-5,3,0.061,1-2-3,3,0.061,49
CSCDAB,2-1-5,11,0.151,2-5-3,5,0.068,2-3-1,4,0.055,73
CSCDAC,2-1-5,3,0.25,2-5-4,2,0.167,3-5-4,1,0.083,12
CSCDAS,2-1-3,1,0.333,6-2-5,1,0.333,2-5-3,1,0.333,3
CSCDBA,1-2-6,6,0.094,1-6-2,4,0.062,1-3-2,4,0.062,64
CSCDBB,2-4-5,1,0.2,6-2-1,1,0.2,2-5-6,1,0.2,5
CSCDBC,2-5-3,1,1.0,---,0,0.0,---,0,0.0,1
CSCDBS,1-2-6,4,0.167,6-1-3,2,0.083,2-6-3,2,0.083,24
CSCDCA,2-3-5,2,0.133,2-6-3,2,0.133,6-2-1,1,0.067,15
CSCDCB,2-1-5,1,1.0,---,0,0.0,---,0,0.0,1
CSCDCS,2-1-5,2,0.25,6-5-4,1,0.125,2-6-1,1,0.125,8
CSCDDA,2-6-3,1,0.5,2-1-4,1,0.5,---,0,0.0,2
CSCDDS,6-2-1,2,0.286,3-6-2,2,0.286,2-1-6,2,0.286,7
CSCDSA,1-2-6,1,0.25,2-1-5,1,0.25,2-4-3,1,0.25,4
CSCDSB,2-1-5,3,0.143,2-5-1,2,0.095,5-1-3,1,0.048,21
CSCDSC,1-2-6,2,0.167,1-5-2,2,0.167,1-5-4,1,0.083,12
CSCDSD,5-2-6,1,0.167,4-3-6,1,0.167,3-4-1,1,0.167,6
CSCSAD,5-2-3,1,0.333,1-5-2,1,0.333,1-3-5,1,0.333,3
CSCSBC,1-4-3,1,1.0,---,0,0.0,---,0,0.0,1
CSCSBD,4-1-5,3,0.115,4-2-5,2,0.077,3-2-4,2,0.077,26
CSCSCB,2-1-4,1,1.0,---,0,0.0,---,0,0.0,1
CSCSCC,2-3-4,3,0.15,4-1-2,2,0.1,1-4-2,2,0.1,20
CSCSCD,2-1-5,2,0.143,4-2-1,1,0.071,4-2-3,1,0.071,14
CSCSDA,6-5-4,1,0.2,2-4-1,1,0.2,2-1-6,1,0.2,5
CSCSDB,2-4-6,3,0.188,4-2-1,2,0.125,2-4-3,2,0.125,16
CSCSDC,1-2-3,2,0.125,3-2-6,1,0.062,2-4-5,1,0.062,16
CSCSDD,4-3-2,1,0.1,4-2-3,1,0.1,4-2-1,1,0.1,10
CSDAAB,2-1-5,1,0.333,2-1-4,1,0.333,1-4-2,1,0.333,3
